ID,population,age,sex,relationship,emotion,chose_emotion
S021,child,7.465981735159818,M,mom,happy,0
S021,child,7.465981735159818,M,mom,sad,1
S022,child,9.399086757990869,M,friendmom,happy,1
S022,child,9.399086757990869,M,friendmom,sad,1
S022,child,9.399086757990869,M,mom,happy,1
S022,child,9.399086757990869,M,mom,sad,0
S023,child,8.40730593607306,F,friendmom,happy,NA
S023,child,8.40730593607306,F,friendmom,sad,0
S023,child,8.40730593607306,F,mom,happy,NA
S023,child,8.40730593607306,F,mom,sad,0
S024,child,6.28013698630137,F,friendmom,happy,0
S024,child,6.28013698630137,F,friendmom,sad,NA
S024,child,6.28013698630137,F,mom,happy,1
S024,child,6.28013698630137,F,mom,sad,NA
S025,child,9.680365296803652,M,friendmom,happy,NA
S025,child,9.680365296803652,M,friendmom,sad,0
S025,child,9.680365296803652,M,mom,happy,NA
S025,child,9.680365296803652,M,mom,sad,1
S026,child,9.707762557077626,F,friendmom,happy,0
S026,child,9.707762557077626,F,friendmom,sad,0
S026,child,9.707762557077626,F,mom,happy,1
S026,child,9.707762557077626,F,mom,sad,0
S027,child,6.541095890410959,M,friendmom,happy,0
S027,child,6.541095890410959,M,friendmom,sad,0
S027,child,6.541095890410959,M,mom,happy,0
S027,child,6.541095890410959,M,mom,sad,0
S028,child,6.191324200913242,M,friendmom,happy,0
S028,child,6.191324200913242,M,friendmom,sad,1
S028,child,6.191324200913242,M,mom,happy,0
S028,child,6.191324200913242,M,mom,sad,0
S029,child,7.502739726027397,F,friendmom,happy,0
S029,child,7.502739726027397,F,friendmom,sad,1
S029,child,7.502739726027397,F,mom,happy,1
S029,child,7.502739726027397,F,mom,sad,1
S030,child,6.21324200913242,F,friendmom,happy,0
S030,child,6.21324200913242,F,friendmom,sad,0
S030,child,6.21324200913242,F,mom,happy,0
S030,child,6.21324200913242,F,mom,sad,0
S031,child,6.368949771689498,F,friendmom,happy,1
S031,child,6.368949771689498,F,friendmom,sad,1
S031,child,6.368949771689498,F,mom,happy,1
S031,child,6.368949771689498,F,mom,sad,1
S032,child,9.094292237442923,F,friendmom,happy,1
S032,child,9.094292237442923,F,friendmom,sad,1
S032,child,9.094292237442923,F,mom,happy,0
S032,child,9.094292237442923,F,mom,sad,0
S033,child,7.465981735159818,F,friendmom,happy,0
S033,child,7.465981735159818,F,friendmom,sad,0
S033,child,7.465981735159818,F,mom,happy,0
S033,child,7.465981735159818,F,mom,sad,0
S034,child,7.657305936073059,M,friendmom,happy,0
S034,child,7.657305936073059,M,friendmom,sad,0
S034,child,7.657305936073059,M,mom,happy,1
S034,child,7.657305936073059,M,mom,sad,0
S035,child,8.024657534246575,M,friendmom,happy,0
S035,child,8.024657534246575,M,friendmom,sad,1
S035,child,8.024657534246575,M,mom,happy,0
S035,child,8.024657534246575,M,mom,sad,1
S036,child,7,F,friendmom,happy,0
S036,child,7,F,friendmom,sad,0
S036,child,7,F,mom,happy,0
S036,child,7,F,mom,sad,0
S037,child,8.93310502283105,M,friendmom,happy,0
S037,child,8.93310502283105,M,friendmom,sad,0
S037,child,8.93310502283105,M,mom,happy,1
S037,child,8.93310502283105,M,mom,sad,1
S038,child,8.344292237442923,F,friendmom,happy,0
S038,child,8.344292237442923,F,friendmom,sad,0
S038,child,8.344292237442923,F,mom,happy,0
S038,child,8.344292237442923,F,mom,sad,0
S039,child,9.568493150684931,M,friendmom,happy,1
S039,child,9.568493150684931,M,friendmom,sad,0
S039,child,9.568493150684931,M,mom,happy,1
S039,child,9.568493150684931,M,mom,sad,0
S040,child,8.412785388127855,F,friendmom,happy,0
S040,child,8.412785388127855,F,friendmom,sad,0
S040,child,8.412785388127855,F,mom,happy,1
S040,child,8.412785388127855,F,mom,sad,1
S041,child,9.196803652968036,F,friendmom,happy,0
S041,child,9.196803652968036,F,friendmom,sad,0
S041,child,9.196803652968036,F,mom,happy,0
S041,child,9.196803652968036,F,mom,sad,0
S042,child,8.415525114155251,M,friendmom,happy,1
S042,child,8.415525114155251,M,friendmom,sad,1
S042,child,8.415525114155251,M,mom,happy,0
S042,child,8.415525114155251,M,mom,sad,1
S043,child,8.493378995433789,M,friendmom,happy,0
S043,child,8.493378995433789,M,friendmom,sad,0
S043,child,8.493378995433789,M,mom,happy,0
S043,child,8.493378995433789,M,mom,sad,0
S044,child,8.841552511415525,F,friendmom,happy,0
S044,child,8.841552511415525,F,friendmom,sad,0
S044,child,8.841552511415525,F,mom,happy,0
S044,child,8.841552511415525,F,mom,sad,0
S045,child,9.235159817351597,M,friendmom,happy,0
S045,child,9.235159817351597,M,friendmom,sad,0
S045,child,9.235159817351597,M,mom,happy,0
S045,child,9.235159817351597,M,mom,sad,0
S046,child,6.010958904109589,M,friendmom,happy,0
S046,child,6.010958904109589,M,friendmom,sad,1
S046,child,6.010958904109589,M,mom,happy,0
S046,child,6.010958904109589,M,mom,sad,0
S047,child,8.016438356164384,F,friendmom,happy,1
S047,child,8.016438356164384,F,friendmom,sad,1
S047,child,8.016438356164384,F,mom,happy,0
S047,child,8.016438356164384,F,mom,sad,0
S048,child,9.25,F,friendmom,happy,1
S048,child,9.25,F,friendmom,sad,0
S048,child,9.25,F,mom,happy,0
S048,child,9.25,F,mom,sad,0
S049,child,8.521917808219179,M,friendmom,happy,0
S049,child,8.521917808219179,M,friendmom,sad,1
S049,child,8.521917808219179,M,mom,happy,0
S049,child,8.521917808219179,M,mom,sad,0
S050,child,6.357990867579908,F,friendmom,happy,1
S050,child,6.357990867579908,F,friendmom,sad,1
S050,child,6.357990867579908,F,mom,happy,1
S050,child,6.357990867579908,F,mom,sad,1
S051,child,7.868949771689498,M,friendmom,happy,0
S051,child,7.868949771689498,M,friendmom,sad,0
S051,child,7.868949771689498,M,mom,happy,0
S051,child,7.868949771689498,M,mom,sad,0
S052,child,8.073972602739726,M,friendmom,happy,0
S052,child,8.073972602739726,M,friendmom,sad,1
S052,child,8.073972602739726,M,mom,happy,0
S052,child,8.073972602739726,M,mom,sad,1
S053,child,8.282876712328767,M,friendmom,happy,0
S053,child,8.282876712328767,M,friendmom,sad,0
S053,child,8.282876712328767,M,mom,happy,1
S053,child,8.282876712328767,M,mom,sad,0
S054,child,6.56027397260274,F,friendmom,happy,0
S054,child,6.56027397260274,F,friendmom,sad,0
S054,child,6.56027397260274,F,mom,happy,1
S054,child,6.56027397260274,F,mom,sad,1
S055,child,9.032876712328767,F,friendmom,happy,1
S055,child,9.032876712328767,F,friendmom,sad,1
S055,child,9.032876712328767,F,mom,happy,0
S055,child,9.032876712328767,F,mom,sad,1
S056,child,6.72420091324201,M,friendmom,happy,0
S056,child,6.72420091324201,M,friendmom,sad,0
S056,child,6.72420091324201,M,mom,happy,0
S056,child,6.72420091324201,M,mom,sad,0
S057,child,7.4100456621004565,F,friendmom,happy,0
S057,child,7.4100456621004565,F,friendmom,sad,1
S057,child,7.4100456621004565,F,mom,happy,0
S057,child,7.4100456621004565,F,mom,sad,0
S058,child,8.516438356164384,F,friendmom,happy,1
S058,child,8.516438356164384,F,friendmom,sad,1
S058,child,8.516438356164384,F,mom,happy,1
S058,child,8.516438356164384,F,mom,sad,1
S059,child,6.516438356164383,M,friendmom,happy,1
S059,child,6.516438356164383,M,friendmom,sad,0
S059,child,6.516438356164383,M,mom,happy,0
S059,child,6.516438356164383,M,mom,sad,0
S060,child,6.573972602739726,F,friendmom,happy,0
S060,child,6.573972602739726,F,friendmom,sad,0
S060,child,6.573972602739726,F,mom,happy,1
S060,child,6.573972602739726,F,mom,sad,1
S061,child,9.479680365296803,F,friendmom,happy,1
S061,child,9.479680365296803,F,friendmom,sad,0
S061,child,9.479680365296803,F,mom,happy,0
S061,child,9.479680365296803,F,mom,sad,0
S062,child,9.527397260273972,M,friendmom,happy,0
S062,child,9.527397260273972,M,friendmom,sad,0
S062,child,9.527397260273972,M,mom,happy,1
S062,child,9.527397260273972,M,mom,sad,1
S063,child,6.669406392694064,M,friendmom,happy,0
S063,child,6.669406392694064,M,friendmom,sad,0
S063,child,6.669406392694064,M,mom,happy,0
S063,child,6.669406392694064,M,mom,sad,0
S064,child,6.19406392694064,F,friendmom,happy,1
S064,child,6.19406392694064,F,friendmom,sad,1
S064,child,6.19406392694064,F,mom,happy,0
S064,child,6.19406392694064,F,mom,sad,0
S065,child,6.068493150684931,F,friendmom,happy,0
S065,child,6.068493150684931,F,friendmom,sad,0
S065,child,6.068493150684931,F,mom,happy,0
S065,child,6.068493150684931,F,mom,sad,1
S066,child,8.968721461187213,F,friendmom,happy,0
S066,child,8.968721461187213,F,friendmom,sad,0
S066,child,8.968721461187213,F,mom,happy,0
S066,child,8.968721461187213,F,mom,sad,1
S067,child,7.519178082191781,F,friendmom,happy,1
S067,child,7.519178082191781,F,friendmom,sad,0
S067,child,7.519178082191781,F,mom,happy,1
S067,child,7.519178082191781,F,mom,sad,0
S068,child,6.263698630136986,F,friendmom,happy,0
S068,child,6.263698630136986,F,friendmom,sad,0
S068,child,6.263698630136986,F,mom,happy,0
S068,child,6.263698630136986,F,mom,sad,1
S069,child,6.291095890410959,NB,friendmom,happy,0
S069,child,6.291095890410959,NB,friendmom,sad,0
S069,child,6.291095890410959,NB,mom,happy,0
S069,child,6.291095890410959,NB,mom,sad,0
S070,child,9.099771689497718,F,friendmom,happy,0
S070,child,9.099771689497718,F,friendmom,sad,1
S070,child,9.099771689497718,F,mom,happy,1
S070,child,9.099771689497718,F,mom,sad,1
S071,child,8.274657534246575,M,friendmom,happy,1
S071,child,8.274657534246575,M,friendmom,sad,0
S071,child,8.274657534246575,M,mom,happy,0
S071,child,8.274657534246575,M,mom,sad,1
S072,child,6.207762557077626,M,friendmom,happy,0
S072,child,6.207762557077626,M,friendmom,sad,1
S072,child,6.207762557077626,M,mom,happy,0
S072,child,6.207762557077626,M,mom,sad,0
S073,child,6.597031963470319,M,friendmom,happy,1
S073,child,6.597031963470319,M,friendmom,sad,0
S073,child,6.597031963470319,M,mom,happy,0
S073,child,6.597031963470319,M,mom,sad,1
S074,child,8.460502283105022,M,friendmom,happy,1
S074,child,8.460502283105022,M,friendmom,sad,0
S074,child,8.460502283105022,M,mom,happy,1
S074,child,8.460502283105022,M,mom,sad,1
S075,child,7.893607305936073,F,friendmom,happy,1
S075,child,7.893607305936073,F,friendmom,sad,1
S075,child,7.893607305936073,F,mom,happy,1
S075,child,7.893607305936073,F,mom,sad,0
S076,child,8.32123287671233,F,friendmom,happy,1
S076,child,8.32123287671233,F,friendmom,sad,0
S076,child,8.32123287671233,F,mom,happy,0
S076,child,8.32123287671233,F,mom,sad,0
S077,child,9.516438356164384,F,friendmom,happy,1
S077,child,9.516438356164384,F,friendmom,sad,0
S077,child,9.516438356164384,F,mom,happy,1
S077,child,9.516438356164384,F,mom,sad,1
S078,child,6.107990867579908,M,friendmom,happy,1
S078,child,6.107990867579908,M,friendmom,sad,0
S078,child,6.107990867579908,M,mom,happy,0
S078,child,6.107990867579908,M,mom,sad,1
S079,child,6.25,F,friendmom,happy,1
S079,child,6.25,F,friendmom,sad,1
S079,child,6.25,F,mom,happy,1
S079,child,6.25,F,mom,sad,0
S080,child,7.419406392694064,M,friendmom,happy,0
S080,child,7.419406392694064,M,friendmom,sad,0
S080,child,7.419406392694064,M,mom,happy,0
S080,child,7.419406392694064,M,mom,sad,0
S081,child,7.573972602739726,M,friendmom,happy,0
S081,child,7.573972602739726,M,friendmom,sad,0
S081,child,7.573972602739726,M,mom,happy,0
S081,child,7.573972602739726,M,mom,sad,0
S082,child,8.027397260273972,M,friendmom,happy,0
S082,child,8.027397260273972,M,friendmom,sad,0
S082,child,8.027397260273972,M,mom,happy,1
S082,child,8.027397260273972,M,mom,sad,1
S083,child,6.33607305936073,F,friendmom,happy,1
S083,child,6.33607305936073,F,friendmom,sad,1
S083,child,6.33607305936073,F,mom,happy,1
S083,child,6.33607305936073,F,mom,sad,0
S084,child,6.763698630136986,M,friendmom,happy,1
S084,child,6.763698630136986,M,friendmom,sad,1
S084,child,6.763698630136986,M,mom,happy,1
S084,child,6.763698630136986,M,mom,sad,1
S085,child,9.508219178082191,F,friendmom,happy,1
S085,child,9.508219178082191,F,friendmom,sad,0
S085,child,9.508219178082191,F,mom,happy,1
S085,child,9.508219178082191,F,mom,sad,1
S086,child,8.344292237442923,M,friendmom,happy,1
S086,child,8.344292237442923,M,friendmom,sad,0
S086,child,8.344292237442923,M,mom,happy,1
S086,child,8.344292237442923,M,mom,sad,1
S087,child,9.258219178082191,F,friendmom,happy,1
S087,child,9.258219178082191,F,friendmom,sad,0
S087,child,9.258219178082191,F,mom,happy,0
S087,child,9.258219178082191,F,mom,sad,1
S088,child,6.162785388127854,F,friendmom,happy,0
S088,child,6.162785388127854,F,friendmom,sad,1
S088,child,6.162785388127854,F,mom,happy,0
S088,child,6.162785388127854,F,mom,sad,1
S089,child,7.18310502283105,M,friendmom,happy,0
S089,child,7.18310502283105,M,friendmom,sad,0
S089,child,7.18310502283105,M,mom,happy,1
S089,child,7.18310502283105,M,mom,sad,1
S090,child,7.707762557077626,F,friendmom,happy,0
S090,child,7.707762557077626,F,friendmom,sad,0
S090,child,7.707762557077626,F,mom,happy,0
S090,child,7.707762557077626,F,mom,sad,0
S091,child,6.052054794520548,F,friendmom,happy,1
S091,child,6.052054794520548,F,friendmom,sad,1
S091,child,6.052054794520548,F,mom,happy,1
S091,child,6.052054794520548,F,mom,sad,1
S092,child,8.438584474885845,M,friendmom,happy,1
S092,child,8.438584474885845,M,friendmom,sad,0
S092,child,8.438584474885845,M,mom,happy,0
S092,child,8.438584474885845,M,mom,sad,1
S093,child,8.84703196347032,F,friendmom,happy,1
S093,child,8.84703196347032,F,friendmom,sad,1
S093,child,8.84703196347032,F,mom,happy,1
S093,child,8.84703196347032,F,mom,sad,1
S094,child,7.468721461187215,M,friendmom,happy,1
S094,child,7.468721461187215,M,friendmom,sad,1
S094,child,7.468721461187215,M,mom,happy,0
S094,child,7.468721461187215,M,mom,sad,1
S095,child,8.01095890410959,F,friendmom,happy,0
S095,child,8.01095890410959,F,friendmom,sad,1
S095,child,8.01095890410959,F,mom,happy,0
S095,child,8.01095890410959,F,mom,sad,1
S096,child,6.299315068493151,M,friendmom,happy,1
S096,child,6.299315068493151,M,friendmom,sad,1
S096,child,6.299315068493151,M,mom,happy,1
S096,child,6.299315068493151,M,mom,sad,1
S097,child,6.471461187214612,M,friendmom,happy,0
S097,child,6.471461187214612,M,friendmom,sad,1
S097,child,6.471461187214612,M,mom,happy,0
S097,child,6.471461187214612,M,mom,sad,1
S098,child,7.422146118721462,F,friendmom,happy,0
S098,child,7.422146118721462,F,friendmom,sad,1
S098,child,7.422146118721462,F,mom,happy,0
S098,child,7.422146118721462,F,mom,sad,0
S099,child,8.218721461187213,M,friendmom,happy,1
S099,child,8.218721461187213,M,friendmom,sad,1
S099,child,8.218721461187213,M,mom,happy,0
S099,child,8.218721461187213,M,mom,sad,0
S100,child,6.571232876712329,F,friendmom,happy,0
S100,child,6.571232876712329,F,friendmom,sad,0
S100,child,6.571232876712329,F,mom,happy,0
S100,child,6.571232876712329,F,mom,sad,0
S101,child,8.743378995433789,M,friendmom,happy,0
S101,child,8.743378995433789,M,friendmom,sad,0
S101,child,8.743378995433789,M,mom,happy,0
S101,child,8.743378995433789,M,mom,sad,0
S102,child,7.016438356164383,M,friendmom,happy,1
S102,child,7.016438356164383,M,friendmom,sad,0
S102,child,7.016438356164383,M,mom,happy,0
S102,child,7.016438356164383,M,mom,sad,0
S103,child,9.535616438356165,F,friendmom,happy,0
S103,child,9.535616438356165,F,friendmom,sad,0
S103,child,9.535616438356165,F,mom,happy,1
S103,child,9.535616438356165,F,mom,sad,1
S104,child,9.674885844748857,M,friendmom,happy,1
S104,child,9.674885844748857,M,friendmom,sad,1
S104,child,9.674885844748857,M,mom,happy,1
S104,child,9.674885844748857,M,mom,sad,1
S105,child,8.20228310502283,F,friendmom,happy,0
S105,child,8.20228310502283,F,friendmom,sad,0
S105,child,8.20228310502283,F,mom,happy,1
S105,child,8.20228310502283,F,mom,sad,1
